"codigo_ibge","municipio","uf","status_brasao","status_bandeira","falta_brasao","falta_bandeira"
"1303700","Santo Antônio do Içá","AM","nao_encontrado","revisao_pendente",true,false
"1303908","São Paulo de Olivença","AM","nao_encontrado","nao_encontrado",true,true
"1304005","Silves","AM","rejeitado","revisao_pendente",true,false
"1304104","Tapauá","AM","nao_encontrado","nao_encontrado",true,true
"1304260","Uarini","AM","nao_encontrado","nao_encontrado",true,true
"1304401","Urucurituba","AM","nao_encontrado","nao_encontrado",true,true
"1500503","Almeirim","PA","nao_encontrado","revisao_pendente",true,false
"1501253","Bannach","PA","nao_encontrado","nao_encontrado",true,true
"1501600","Bonito","PA","nao_encontrado","revisao_pendente",true,false
"1501725","Brasil Novo","PA","nao_encontrado","nao_encontrado",true,true
"1501758","Brejo Grande do Araguaia","PA","nao_encontrado","nao_encontrado",true,true
"1501907","Bujaru","PA","nao_encontrado","nao_encontrado",true,true
"1502004","Cachoeira do Arari","PA","nao_encontrado","revisao_pendente",true,false
"1502608","Colares","PA","nao_encontrado","nao_encontrado",true,true
"1502756","Concórdia do Pará","PA","nao_encontrado","revisao_pendente",true,false
"1502764","Cumaru do Norte","PA","nao_encontrado","nao_encontrado",true,true
"1502954","Eldorado do Carajás","PA","nao_encontrado","revisao_pendente",true,false
"1503077","Garrafão do Norte","PA","nao_encontrado","revisao_pendente",true,false
"1503200","Igarapé-Açu","PA","nao_encontrado","revisao_pendente",true,false
"1503408","Inhangapi","PA","nao_encontrado","nao_encontrado",true,true
"1503754","Jacareacanga","PA","nao_encontrado","revisao_pendente",true,false
"1503804","Jacundá","PA","nao_encontrado","revisao_pendente",true,false
"1504000","Limoeiro do Ajuru","PA","nao_encontrado","revisao_pendente",true,false
"1504109","Magalhães Barata","PA","nao_encontrado","nao_encontrado",true,true
"1504307","Maracanã","PA","revisao_pendente","nao_encontrado",false,true
"1504406","Marapanim","PA","nao_encontrado","nao_encontrado",true,true
"1504422","Marituba","PA","nao_encontrado","rejeitado",true,true
"1504455","Medicilândia","PA","nao_encontrado","nao_encontrado",true,true
"1504505","Melgaço","PA","nao_encontrado","revisao_pendente",true,false
"1504950","Nova Esperança do Piriá","PA","nao_encontrado","nao_encontrado",true,true
"1505007","Nova Timboteua","PA","nao_encontrado","revisao_pendente",true,false
"1505031","Novo Progresso","PA","nao_encontrado","revisao_pendente",true,false
"1505205","Oeiras do Pará","PA","nao_encontrado","nao_encontrado",true,true
"1505403","Ourém","PA","nao_encontrado","revisao_pendente",true,false
"1505494","Palestina do Pará","PA","nao_encontrado","nao_encontrado",true,true
"1505551","Pau D'Arco","PA","nao_encontrado","nao_encontrado",true,true
"1505601","Peixe-Boi","PA","nao_encontrado","nao_encontrado",true,true
"1505635","Piçarra","PA","nao_encontrado","nao_encontrado",true,true
"1505908","Porto de Moz","PA","nao_encontrado","nao_encontrado",true,true
"1506005","Prainha","PA","nao_encontrado","revisao_pendente",true,false
"1506161","Rio Maria","PA","nao_encontrado","nao_encontrado",true,true
"1506195","Rurópolis","PA","nao_encontrado","revisao_pendente",true,false
"1506401","Santa Cruz do Arari","PA","nao_encontrado","revisao_pendente",true,false
"1506559","Santa Luzia do Pará","PA","nao_encontrado","revisao_pendente",true,false
"1506583","Santa Maria das Barreiras","PA","nao_encontrado","nao_encontrado",true,true
"1506609","Santa Maria do Pará","PA","revisao_pendente","nao_encontrado",false,true
"1506906","Santarém Novo","PA","nao_encontrado","nao_encontrado",true,true
"1507003","Santo Antônio do Tauá","PA","nao_encontrado","revisao_pendente",true,false
"1507201","São Domingos do Capim","PA","nao_encontrado","nao_encontrado",true,true
"1507409","São Francisco do Pará","PA","nao_encontrado","nao_encontrado",true,true
"1507466","São João da Ponta","PA","nao_encontrado","nao_encontrado",true,true
"1507474","São João de Pirabas","PA","nao_encontrado","nao_encontrado",true,true
"1507508","São João do Araguaia","PA","nao_encontrado","revisao_pendente",true,false
"1507607","São Miguel do Guamá","PA","nao_encontrado","revisao_pendente",true,false
"1507706","São Sebastião da Boa Vista","PA","nao_encontrado","revisao_pendente",true,false
"1507755","Sapucaia","PA","nao_encontrado","nao_encontrado",true,true
"1507961","Terra Alta","PA","nao_encontrado","nao_encontrado",true,true
"1508001","Tomé-Açu","PA","revisao_pendente","nao_encontrado",false,true
"1508035","Tracuateua","PA","nao_encontrado","nao_encontrado",true,true
"1508050","Trairão","PA","nao_encontrado","revisao_pendente",true,false
"1508357","Vitória do Xingu","PA","nao_encontrado","nao_encontrado",true,true
"1508407","Xinguara","PA","nao_encontrado","revisao_pendente",true,false
"1600550","Pracuúba","AP","nao_encontrado","nao_encontrado",true,true
"1700301","Aguiarnópolis","TO","nao_encontrado","nao_encontrado",true,true
"1700350","Aliança do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1700400","Almas","TO","nao_encontrado","nao_encontrado",true,true
"1701101","Aparecida do Rio Negro","TO","nao_encontrado","nao_encontrado",true,true
"1701309","Aragominas","TO","nao_encontrado","nao_encontrado",true,true
"1701903","Araguacema","TO","nao_encontrado","revisao_pendente",true,false
"1702000","Araguaçu","TO","nao_encontrado","nao_encontrado",true,true
"1702158","Araguanã","TO","nao_encontrado","nao_encontrado",true,true
"1702703","Aurora do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1702901","Axixá do Tocantins","TO","nao_encontrado","revisao_pendente",true,false
"1703008","Babaçulândia","TO","revisao_pendente","nao_encontrado",false,true
"1703057","Bandeirantes do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1703073","Barra do Ouro","TO","nao_encontrado","nao_encontrado",true,true
"1703107","Barrolândia","TO","nao_encontrado","nao_encontrado",true,true
"1703206","Bernardo Sayão","TO","nao_encontrado","nao_encontrado",true,true
"1703305","Bom Jesus do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1703602","Brasilândia do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1703701","Brejinho de Nazaré","TO","nao_encontrado","nao_encontrado",true,true
"1703826","Cachoeirinha","TO","revisao_pendente","nao_encontrado",false,true
"1703842","Campos Lindos","TO","nao_encontrado","nao_encontrado",true,true
"1703867","Cariri do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1703883","Carmolândia","TO","nao_encontrado","revisao_pendente",true,false
"1703891","Carrasco Bonito","TO","nao_encontrado","nao_encontrado",true,true
"1703909","Caseara","TO","nao_encontrado","nao_encontrado",true,true
"1704105","Centenário","TO","nao_encontrado","nao_encontrado",true,true
"1704600","Chapada de Areia","TO","nao_encontrado","nao_encontrado",true,true
"1705508","Colinas do Tocantins","TO","rejeitado","revisao_pendente",true,false
"1705557","Combinado","TO","nao_encontrado","rejeitado",true,true
"1705607","Conceição do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1706100","Cristalândia","TO","nao_encontrado","nao_encontrado",true,true
"1706258","Crixás do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1706506","Darcinópolis","TO","nao_encontrado","nao_encontrado",true,true
"1707207","Dois Irmãos do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1707553","Fátima","TO","nao_encontrado","nao_encontrado",true,true
"1707652","Figueirópolis","TO","nao_encontrado","nao_encontrado",true,true
"1708254","Tabocão","TO","nao_encontrado","nao_encontrado",true,true
"1708304","Goianorte","TO","nao_encontrado","nao_encontrado",true,true
"1709807","Ipueiras","TO","nao_encontrado","nao_encontrado",true,true
"1710508","Itacajá","TO","revisao_pendente","nao_encontrado",false,true
"1710706","Itaguatins","TO","nao_encontrado","nao_encontrado",true,true
"1710904","Itapiratins","TO","nao_encontrado","nao_encontrado",true,true
"1711100","Itaporã do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1711506","Jaú do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
"1711803","Juarina","TO","nao_encontrado","nao_encontrado",true,true
"1711902","Lagoa da Confusão","TO","nao_encontrado","revisao_pendente",true,false
"1711951","Lagoa do Tocantins","TO","nao_encontrado","nao_encontrado",true,true
